Domain,Element,Area Code,Area,Element Code,Item,Year,Value (in thousands)
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1988,"$5,815.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1989,"$5,815.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1990,"$5,840.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1991,$2.00
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1992,"$4,952.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1993,"$4,704.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1994,"$8,416.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1995,"$12,623.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1996,"$21,036.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1997,"$24,501.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1998,"$20,294.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,1999,"$11,880.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2000,"$16,087.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2001,"$20,299.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2002,"$19,564.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2003,"$22,793.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2004,"$15,384.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2005,"$21,952.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2006,"$18,527.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2007,"$13,207.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2008,"$11,492.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2009,"$4,598.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2010,"$3,573.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2011,"$2,489.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2012,"$2,519.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2013,"$2,009.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2014,"$2,819.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2015,"$1,119.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2016,"$1,141.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2017,"$1,527.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2018,"$2,316.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2019,"$3,326.00"
Value of Agricultural Production,Gross Production Value,5402,Northern Europe,152,Blueberries,2020,"$8,468.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1961,"$1,299.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1962,"$1,076.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1963,"$1,111.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1964,$958.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1965,"$1,237.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1966,"$1,121.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1967,$901.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1968,$745.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1969,$609.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1970,"$1,064.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1971,$980.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1972,"$1,039.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1973,"$1,220.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1974,$935.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1975,$740.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1976,$841.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1977,"$1,042.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1978,$809.00
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1979,"$1,156.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1980,"$1,294.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1981,"$2,660.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1982,"$3,588.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1983,"$3,571.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1984,"$1,346.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1985,"$1,128.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1986,"$1,552.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1987,"$2,974.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1988,"$1,277.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1989,"$1,732.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1990,"$1,641.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1991,"$2,111.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1992,"$1,980.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1993,"$2,227.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1994,"$1,980.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1995,"$12,870.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1996,"$13,454.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1997,"$14,348.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1998,"$15,936.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,1999,"$16,253.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2000,"$17,267.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2001,"$17,629.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2002,"$17,856.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2003,"$17,240.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2004,"$18,151.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2005,"$18,257.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2006,"$19,180.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2007,"$19,685.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2008,"$20,329.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2009,"$21,249.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2010,"$21,870.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2011,"$22,719.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2012,"$24,971.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2013,"$37,086.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2014,"$60,746.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2015,"$67,254.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2016,"$82,116.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2017,"$115,973.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2018,"$136,596.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2019,"$171,215.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,152,Blueberries,2020,"$177,748.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2012,"$10,310.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2013,"$8,829.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2014,"$9,214.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2015,"$29,303.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2016,"$154,191.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2017,"$234,291.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2018,"$292,351.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2019,"$390,166.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,57,Blueberries,2020,"$88,128.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,1995,"$20,528.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,1996,"$21,306.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,1997,"$22,079.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,1998,"$22,852.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,1999,"$23,630.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2000,"$24,403.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2001,"$25,181.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2002,"$25,954.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2003,"$26,732.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2004,"$28,068.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2005,"$28,278.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2006,"$30,182.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2007,"$30,955.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2008,"$31,846.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2009,"$33,920.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2010,"$35,138.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2011,"$36,873.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2012,"$41,796.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2013,"$65,247.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2014,"$111,398.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2015,"$126,107.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2016,"$156,790.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2017,"$225,179.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2018,"$271,256.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2019,"$341,690.00"
Value of Agricultural Production,Gross Production Value,5403,Southern Europe,58,Blueberries,2020,"$319,817.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1961,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1962,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1963,"$32,169.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1964,"$32,169.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1965,"$32,169.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1966,"$37,118.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1967,"$37,118.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1968,"$37,118.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1969,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1970,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1971,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1972,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1973,"$29,695.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1974,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1975,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1976,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1977,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1978,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1979,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1980,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1981,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1982,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1983,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1984,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1985,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1986,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1987,"$24,746.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1988,"$25,488.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1989,"$25,488.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1990,"$30,932.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1991,"$30,942.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1992,"$33,434.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1993,"$33,129.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1994,"$34,881.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1995,"$33,981.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1996,"$41,691.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1997,"$44,104.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1998,"$44,300.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,1999,"$46,960.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2000,"$47,135.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2001,"$49,761.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2002,"$49,989.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2003,"$48,605.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2004,"$47,786.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2005,"$69,137.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2006,"$63,987.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2007,"$66,464.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2008,"$67,788.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2009,"$84,571.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2010,"$59,612.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2011,"$53,396.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2012,"$57,744.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2013,"$62,725.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2014,"$72,245.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2015,"$73,541.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2016,"$66,363.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2017,"$78,006.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2018,"$83,078.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2019,"$92,848.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,152,Blueberries,2020,"$79,978.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2012,"$52,992.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2013,"$60,322.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2014,"$64,928.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2015,"$69,455.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2016,"$71,617.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2017,"$91,513.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2018,"$82,822.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2019,"$93,952.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,57,Blueberries,2020,"$90,024.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2005,"$41,715.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2006,"$36,280.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2007,"$34,671.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2008,"$24,528.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2009,"$59,235.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2010,"$49,491.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2011,"$39,379.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2012,"$52,697.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2013,"$61,243.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2014,"$71,970.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2015,"$71,183.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2016,"$63,823.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2017,"$82,267.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2018,"$76,040.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2019,"$88,494.00"
Value of Agricultural Production,Gross Production Value,5404,Western Europe,58,Blueberries,2020,"$67,339.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1972,$2.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1973,$7.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1974,$20.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1975,$2.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1976,$10.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1977,$12.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1978,$17.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1979,$45.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1980,$45.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1981,$82.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1982,$124.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1983,$247.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1984,$371.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1985,$866.00
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1986,"$1,361.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1987,"$1,732.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1988,"$2,103.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1989,"$2,329.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1990,"$3,044.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1991,"$5,647.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1992,"$5,721.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1993,"$3,291.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1994,"$3,712.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1995,"$3,942.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1996,"$2,969.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1997,"$2,475.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1998,"$3,036.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,1999,"$2,722.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2000,"$3,712.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2001,"$9,176.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2002,"$9,059.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2003,"$9,339.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2004,"$8,866.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2005,"$11,220.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2006,"$12,014.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2007,"$14,340.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2008,"$12,947.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2009,"$12,873.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2010,"$13,541.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2011,"$13,689.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2012,"$15,535.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2013,"$17,418.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2014,"$19,846.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2015,"$21,863.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2016,"$24,456.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2017,"$26,438.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2018,"$24,392.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2019,"$26,027.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,152,Blueberries,2020,"$26,530.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1991,"$3,455.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1992,"$3,479.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1993,"$4,054.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1994,"$5,266.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1995,"$6,596.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1996,"$5,298.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1997,"$3,765.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1998,"$3,229.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,1999,"$3,030.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2000,"$3,800.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2001,"$4,045.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2002,"$5,994.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2003,"$7,859.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2004,"$8,282.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2005,"$12,577.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2006,"$11,044.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2007,"$13,402.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2008,"$14,708.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2009,"$17,203.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2010,"$21,211.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2011,"$25,071.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2012,"$23,848.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2013,"$28,581.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2014,"$31,634.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2015,"$23,142.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2016,"$24,257.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2017,"$29,024.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2018,"$32,370.00"
Value of Agricultural Production,Gross Production Value,5500,Oceania,57,Blueberries,2019,"$35,702.00"
